service_order_no,order_date,region,technician_id,job_code,job_description,parts_cost,labor_cost,truck_cost,base_cost,list_price,discount_pct,sell_price,warranty_flag,margin_amount,margin_pct
57487,2024-03-09,EU-EMEA-Remote,T0100,82010,Evaporator Coil Replace,597.6,79.78,22.93,700.31,899.21,0.34,593.48,0,-106.83,-0.18
57488,2024-02-27,AT-Vienna,T0449,82010,Evaporator Coil Replace,536.44,36.89,21.05,594.38,710.44,0.143,608.85,0,14.47,0.0238
57489,2024-07-03,AT-Vienna,T0053,81433,Drier Replace,330.21,103.11,27.22,460.54,600.73,0.058,565.89,0,105.35,0.1862
57490,2024-03-02,DE-Berlin,T0459,82010,Evaporator Coil Replace,311.26,112.2,15.15,438.61,492.88,0.171,408.6,1,-30.01,-0.0734
57491,2024-11-03,NL-Amsterdam,T0096,81120,Compressor Repair/Replace,110.85,77.69,20.64,209.18,224.41,0.169,186.48,1,-22.7,-0.1217
57492,2024-10-22,DE-Hamburg,T0131,83020,Thermostat Replace,199.77,77.08,21.09,297.94,409.44,0.086,374.23,1,76.29,0.2039
57493,2024-06-14,DE-Munich,T0279,81120,Compressor Repair/Replace,187.04,74.11,15.36,276.51,341.33,0.297,239.95,1,-36.56,-0.1524
57494,2024-06-19,NL-Amsterdam,T0425,82010,Evaporator Coil Replace,83.03,99.47,40.41,222.91,286.28,0.222,222.73,1,-0.18,-0.0008
57495,2024-03-03,AT-Vienna,T0277,82010,Evaporator Coil Replace,229.63,60.18,5.0,294.81,409.8,0.153,347.1,1,52.29,0.1506
57496,2024-05-26,DE-Hamburg,T0219,83020,Thermostat Replace,134.81,67.76,31.93,234.5,301.61,0.087,275.37,0,40.87,0.1484
57497,2024-11-01,DE-Hamburg,T0308,83020,Thermostat Replace,299.81,66.32,28.4,394.53,477.69,0.293,337.73,0,-56.8,-0.1682
57498,2024-06-09,DE-Berlin,T0355,81433,Drier Replace,234.34,42.45,28.47,305.26,367.51,0.158,309.44,1,4.18,0.0135
57499,2024-05-20,DE-Munich,T0139,83020,Thermostat Replace,219.23,73.25,22.77,315.25,392.32,0.05,372.7,0,57.45,0.1541
57500,2024-11-29,DE-Berlin,T0322,85005,Refrigerant Charge,229.48,94.14,32.67,356.29,436.95,0.097,394.57,1,38.28,0.097
57501,2024-04-06,DE-Hamburg,T0370,82010,Evaporator Coil Replace,452.39,108.36,18.41,579.16,705.07,0.189,571.81,1,-7.35,-0.0129
57502,2024-08-08,DE-Munich,T0200,81433,Drier Replace,146.16,83.17,25.14,254.47,324.64,0.033,313.93,0,59.46,0.1894
57503,2024-02-12,NL-Amsterdam,T0189,84015,Leak Diagnosis & Seal,100.81,35.11,22.59,158.51,229.84,0.119,202.49,1,43.98,0.2172
57504,2024-10-18,EU-EMEA-Remote,T0161,81120,Compressor Repair/Replace,1119.12,97.49,20.14,1236.75,1403.25,0.096,1268.54,1,31.79,0.0251
57505,2024-04-17,AT-Vienna,T0298,81433,Drier Replace,117.42,99.37,22.97,239.76,249.15,0.049,236.94,0,-2.82,-0.0119
57506,2024-09-22,NL-Amsterdam,T0417,82010,Evaporator Coil Replace,287.87,87.15,14.41,389.43,531.84,0.115,470.68,0,81.25,0.1726
57507,2024-04-04,DE-Munich,T0092,82010,Evaporator Coil Replace,328.55,71.94,16.69,417.18,536.25,0.251,401.65,0,-15.53,-0.0387
57508,2024-09-18,AT-Vienna,T0327,83020,Thermostat Replace,76.63,78.99,34.64,190.26,226.13,0.049,215.05,0,24.79,0.1153
57509,2024-11-08,NL-Amsterdam,T0230,83020,Thermostat Replace,172.64,78.3,45.05,295.99,336.21,0.078,309.99,1,14.0,0.0452
57510,2024-03-11,EU-EMEA-Remote,T0224,85005,Refrigerant Charge,90.69,91.8,26.16,208.65,249.74,0.194,201.29,1,-7.36,-0.0366
57511,2024-08-06,NL-Amsterdam,T0055,85005,Refrigerant Charge,109.98,75.47,28.67,214.12,276.16,0.128,240.81,0,26.69,0.1108
57512,2024-01-21,NL-Amsterdam,T0349,82010,Evaporator Coil Replace,218.81,68.53,24.02,311.36,374.58,0.029,363.72,0,52.36,0.144
57513,2024-04-01,DE-Berlin,T0482,82010,Evaporator Coil Replace,277.99,112.64,25.64,416.27,555.77,0.089,506.31,0,90.04,0.1778
57514,2024-05-06,DE-Berlin,T0426,85005,Refrigerant Charge,49.51,83.39,26.35,159.25,184.89,0.11,164.55,1,5.3,0.0322
57515,2024-03-20,DE-Hamburg,T0491,85005,Refrigerant Charge,39.34,49.86,30.28,119.48,109.32,0.055,103.31,1,-16.17,-0.1565
57516,2024-11-07,DE-Berlin,T0428,83020,Thermostat Replace,343.47,84.26,34.3,462.03,535.28,0.053,506.91,0,44.88,0.0885
57517,2024-08-25,DE-Munich,T0292,84015,Leak Diagnosis & Seal,440.11,88.53,14.92,543.56,632.14,0.122,555.02,0,11.46,0.0206
57518,2024-06-30,AT-Vienna,T0382,81433,Drier Replace,462.11,58.42,44.62,565.15,649.88,0.156,548.5,1,-16.65,-0.0304
57519,2024-01-25,NL-Amsterdam,T0440,83020,Thermostat Replace,326.76,117.46,23.11,467.33,568.74,0.046,542.58,0,75.25,0.1387
57520,2024-06-04,DE-Munich,T0114,85005,Refrigerant Charge,65.68,87.78,23.11,176.57,201.18,0.075,186.09,0,9.52,0.0512
57521,2024-01-05,AT-Vienna,T0390,81120,Compressor Repair/Replace,747.76,62.35,18.7,828.81,997.7,0.124,873.99,0,45.18,0.0517
57522,2024-04-29,EU-EMEA-Remote,T0234,85005,Refrigerant Charge,288.1,74.66,18.73,381.49,417.66,0.182,341.65,1,-39.84,-0.1166
57523,2024-10-03,AT-Vienna,T0243,81120,Compressor Repair/Replace,230.13,96.43,26.93,353.49,423.17,0.032,409.63,0,56.14,0.1371
57524,2024-01-18,DE-Hamburg,T0491,83020,Thermostat Replace,155.11,74.95,27.1,257.16,293.92,0.061,275.99,0,18.83,0.0682
57525,2024-07-16,DE-Berlin,T0258,83020,Thermostat Replace,214.88,74.74,26.52,316.14,384.3,0.136,332.04,1,15.9,0.0479
57526,2024-02-26,DE-Munich,T0049,83020,Thermostat Replace,183.79,113.85,18.36,316.0,356.79,0.149,303.63,0,-12.37,-0.0407
57527,2024-04-02,NL-Amsterdam,T0085,84015,Leak Diagnosis & Seal,220.33,40.49,5.0,265.82,318.25,0.227,246.01,0,-19.81,-0.0805
57528,2024-01-19,DE-Munich,T0461,82010,Evaporator Coil Replace,408.92,44.76,7.64,461.32,631.06,0.079,581.21,0,119.89,0.2063
57529,2024-12-18,NL-Amsterdam,T0347,82010,Evaporator Coil Replace,505.21,96.69,22.11,624.01,816.1,0.056,770.4,0,146.39,0.19
57530,2024-07-11,DE-Berlin,T0373,83020,Thermostat Replace,89.83,151.64,24.69,266.16,315.49,0.177,259.65,0,-6.51,-0.0251
57531,2024-08-24,EU-EMEA-Remote,T0152,84015,Leak Diagnosis & Seal,363.48,108.54,18.64,490.66,574.68,0.048,547.1,0,56.44,0.1032
57532,2024-10-03,AT-Vienna,T0389,81433,Drier Replace,101.73,124.52,16.46,242.71,269.53,0.047,256.86,0,14.15,0.0551
57533,2024-08-14,DE-Munich,T0204,84015,Leak Diagnosis & Seal,611.18,82.1,24.37,717.65,664.21,0.083,609.08,1,-108.57,-0.1783
57534,2024-08-20,NL-Amsterdam,T0074,82010,Evaporator Coil Replace,717.52,75.61,21.14,814.27,960.94,0.025,936.92,0,122.65,0.1309
57535,2024-02-09,DE-Hamburg,T0426,81433,Drier Replace,326.92,96.78,18.19,441.89,566.88,0.193,457.47,1,15.58,0.0341
57536,2024-11-18,NL-Amsterdam,T0114,82010,Evaporator Coil Replace,480.94,110.7,9.08,600.72,672.71,0.116,594.68,0,-6.04,-0.0102
57537,2024-06-01,DE-Munich,T0299,85005,Refrigerant Charge,167.5,47.28,15.25,230.03,288.94,0.09,262.94,1,32.91,0.1252
57538,2024-05-06,NL-Amsterdam,T0468,83020,Thermostat Replace,245.38,78.03,29.46,352.87,454.94,0.154,384.88,1,32.01,0.0832
57539,2024-08-24,NL-Amsterdam,T0053,82010,Evaporator Coil Replace,139.36,76.11,14.3,229.77,300.39,0.103,269.45,0,39.68,0.1473
57540,2024-02-24,NL-Amsterdam,T0068,85005,Refrigerant Charge,71.29,59.42,27.31,158.02,191.22,0.036,184.34,0,26.32,0.1428
57541,2024-06-20,DE-Berlin,T0403,81433,Drier Replace,277.31,54.61,33.09,365.01,423.07,0.162,354.53,1,-10.48,-0.0296
57542,2024-04-18,DE-Hamburg,T0225,82010,Evaporator Coil Replace,354.06,107.61,15.67,477.34,574.03,0.173,474.72,0,-2.62,-0.0055
57543,2024-12-19,EU-EMEA-Remote,T0179,84015,Leak Diagnosis & Seal,153.77,77.72,18.44,249.93,305.72,0.092,277.59,0,27.66,0.0996
57544,2024-07-02,DE-Munich,T0112,81433,Drier Replace,387.17,97.24,29.9,514.31,598.0,0.092,542.98,0,28.67,0.0528
57545,2024-07-16,AT-Vienna,T0050,84015,Leak Diagnosis & Seal,267.08,85.42,31.86,384.36,409.01,0.12,359.93,1,-24.43,-0.0679
57546,2024-03-27,DE-Hamburg,T0391,83020,Thermostat Replace,154.79,54.44,16.84,226.07,293.82,0.018,288.53,0,62.46,0.2165
57547,2024-07-19,DE-Munich,T0462,82010,Evaporator Coil Replace,787.32,87.63,9.03,883.98,970.5,0.079,893.83,0,9.85,0.011
57548,2024-12-02,AT-Vienna,T0209,83020,Thermostat Replace,108.91,57.34,32.04,198.29,233.28,0.14,200.62,0,2.33,0.0116
57549,2024-11-17,DE-Hamburg,T0017,84015,Leak Diagnosis & Seal,835.98,86.02,26.67,948.67,1041.96,0.207,826.27,1,-122.4,-0.1481
57550,2024-10-01,AT-Vienna,T0456,81120,Compressor Repair/Replace,125.72,62.84,25.21,213.77,248.15,0.209,196.29,0,-17.48,-0.0891
57551,2024-07-29,DE-Hamburg,T0492,84015,Leak Diagnosis & Seal,514.09,66.9,29.32,610.31,723.7,0.046,690.41,0,80.1,0.116
57552,2024-04-27,AT-Vienna,T0199,83020,Thermostat Replace,80.81,98.9,12.52,192.23,232.28,0.217,181.88,1,-10.35,-0.0569
57553,2024-07-09,AT-Vienna,T0407,81433,Drier Replace,344.84,65.09,25.13,435.06,377.05,0.131,327.66,0,-107.4,-0.3278
57554,2024-02-11,DE-Munich,T0057,81433,Drier Replace,103.18,54.19,19.72,177.09,208.27,0.215,163.49,1,-13.6,-0.0832
57555,2024-02-11,DE-Hamburg,T0407,83020,Thermostat Replace,33.35,105.93,26.82,166.1,203.01,0.05,192.86,0,26.76,0.1388
57556,2024-11-10,EU-EMEA-Remote,T0314,82010,Evaporator Coil Replace,695.88,80.65,28.39,804.92,1074.16,0.056,1014.01,0,209.09,0.2062
57557,2024-10-02,NL-Amsterdam,T0410,82010,Evaporator Coil Replace,277.42,55.37,29.81,362.6,482.12,0.067,449.82,1,87.22,0.1939
57558,2024-11-24,AT-Vienna,T0314,81433,Drier Replace,52.0,53.69,26.79,132.48,166.01,0.231,127.66,1,-4.82,-0.0378
57559,2024-01-17,NL-Amsterdam,T0331,81433,Drier Replace,359.22,31.58,24.01,414.81,528.48,0.127,461.36,0,46.55,0.1009
57560,2024-10-09,DE-Munich,T0208,84015,Leak Diagnosis & Seal,285.72,71.12,24.27,381.11,499.24,0.171,413.87,1,32.76,0.0792
57561,2024-09-14,DE-Munich,T0404,85005,Refrigerant Charge,107.59,36.33,24.93,168.85,178.04,0.191,144.03,1,-24.82,-0.1723
57562,2024-03-03,DE-Hamburg,T0232,82010,Evaporator Coil Replace,482.04,103.94,17.01,602.99,775.81,0.085,709.87,0,106.88,0.1506
57563,2024-03-02,NL-Amsterdam,T0359,85005,Refrigerant Charge,126.33,84.83,19.04,230.2,265.05,0.123,232.45,1,2.25,0.0097
57564,2024-04-09,DE-Munich,T0019,81433,Drier Replace,147.74,102.11,25.22,275.07,347.97,0.128,303.43,0,28.36,0.0935
57565,2024-01-19,NL-Amsterdam,T0181,81433,Drier Replace,319.81,90.25,27.2,437.26,544.87,0.094,493.65,1,56.39,0.1142
57566,2024-01-17,NL-Amsterdam,T0418,85005,Refrigerant Charge,168.07,63.65,16.79,248.51,304.85,0.067,284.43,0,35.92,0.1263
57567,2024-11-20,DE-Berlin,T0172,82010,Evaporator Coil Replace,195.57,35.84,13.39,244.8,282.19,0.1,253.97,0,9.17,0.0361
57568,2024-09-02,AT-Vienna,T0010,82010,Evaporator Coil Replace,361.84,97.45,8.6,467.89,557.95,0.115,493.79,1,25.9,0.0525
57569,2024-09-07,DE-Hamburg,T0345,81433,Drier Replace,316.53,38.1,11.91,366.54,398.61,0.203,317.69,1,-48.85,-0.1538
57570,2024-03-21,DE-Berlin,T0476,81120,Compressor Repair/Replace,121.65,66.35,17.68,205.68,188.31,0.135,162.89,0,-42.79,-0.2627
57571,2024-02-08,AT-Vienna,T0380,81120,Compressor Repair/Replace,684.75,130.87,18.43,834.05,931.83,0.091,847.03,0,12.98,0.0153
57572,2024-02-05,DE-Hamburg,T0006,81433,Drier Replace,210.53,101.11,19.74,331.38,416.95,0.013,411.53,0,80.15,0.1948
57573,2024-07-15,DE-Hamburg,T0383,84015,Leak Diagnosis & Seal,264.97,108.48,12.36,385.81,469.43,0.061,440.79,0,54.98,0.1247
57574,2024-06-06,EU-EMEA-Remote,T0445,81120,Compressor Repair/Replace,343.65,126.22,7.5,477.37,611.92,0.113,542.77,0,65.4,0.1205
57575,2024-07-22,DE-Munich,T0187,81433,Drier Replace,531.81,109.4,23.01,664.22,785.42,0.059,739.08,0,74.86,0.1013
57576,2024-07-14,DE-Hamburg,T0235,82010,Evaporator Coil Replace,363.64,128.27,23.02,514.93,641.9,0.103,575.78,0,60.85,0.1057
57577,2024-08-03,DE-Munich,T0295,82010,Evaporator Coil Replace,279.54,53.71,26.97,360.22,406.8,0.068,379.14,0,18.92,0.0499
57578,2024-10-11,NL-Amsterdam,T0370,84015,Leak Diagnosis & Seal,219.79,67.16,28.52,315.47,366.2,0.094,331.78,0,16.31,0.0492
57579,2024-07-14,DE-Berlin,T0242,81120,Compressor Repair/Replace,579.72,66.48,25.14,671.34,799.32,0.103,716.99,1,45.65,0.0637
57580,2024-11-02,DE-Munich,T0281,84015,Leak Diagnosis & Seal,380.47,83.08,22.92,486.47,590.21,0.06,554.8,0,68.33,0.1232
57581,2024-05-31,EU-EMEA-Remote,T0305,81120,Compressor Repair/Replace,306.54,73.41,29.01,408.96,493.74,0.178,405.85,1,-3.11,-0.0077
57582,2024-01-14,DE-Berlin,T0468,82010,Evaporator Coil Replace,1419.86,27.89,33.39,1481.14,1658.56,0.35,1078.06,0,-403.08,-0.3739
57583,2024-11-20,EU-EMEA-Remote,T0361,83020,Thermostat Replace,179.55,60.06,16.59,256.2,340.22,0.174,281.02,0,24.82,0.0883
57584,2024-05-25,EU-EMEA-Remote,T0101,83020,Thermostat Replace,58.19,113.64,28.16,199.99,236.96,0.132,205.68,0,5.69,0.0277
57585,2024-02-26,DE-Berlin,T0384,85005,Refrigerant Charge,19.73,90.84,17.01,127.58,150.02,0.041,143.87,0,16.29,0.1132
57586,2024-07-29,EU-EMEA-Remote,T0116,85005,Refrigerant Charge,224.0,83.22,23.75,330.97,402.37,0.191,325.52,0,-5.45,-0.0167
57587,2024-09-24,NL-Amsterdam,T0223,84015,Leak Diagnosis & Seal,196.85,64.5,30.56,291.91,318.5,0.065,297.8,0,5.89,0.0198
57588,2024-07-28,AT-Vienna,T0451,81120,Compressor Repair/Replace,80.56,31.16,19.81,131.53,137.85,0.104,123.51,0,-8.02,-0.0649
57589,2024-01-17,DE-Munich,T0422,84015,Leak Diagnosis & Seal,225.76,73.51,14.38,313.65,407.66,0.204,324.5,1,10.85,0.0334
57590,2024-10-12,DE-Berlin,T0177,85005,Refrigerant Charge,234.65,90.53,18.33,343.51,371.59,0.052,352.27,0,8.76,0.0249
57591,2024-12-09,EU-EMEA-Remote,T0335,83020,Thermostat Replace,106.68,40.64,14.38,161.7,205.66,0.08,189.21,0,27.51,0.1454
57592,2024-07-21,DE-Berlin,T0497,81433,Drier Replace,177.3,95.92,13.41,286.63,351.4,0.162,294.47,1,7.84,0.0266
57593,2024-04-08,EU-EMEA-Remote,T0489,81433,Drier Replace,22.74,33.23,31.65,87.62,97.16,0.004,96.77,0,9.15,0.0946
57594,2024-10-05,DE-Munich,T0490,83020,Thermostat Replace,192.27,96.65,26.26,315.18,364.76,0.037,351.26,0,36.08,0.1027
57595,2024-07-27,DE-Hamburg,T0458,81433,Drier Replace,38.29,90.74,16.24,145.27,164.95,0.181,135.09,0,-10.18,-0.0754
57596,2024-05-08,DE-Munich,T0390,85005,Refrigerant Charge,88.98,75.26,14.12,178.36,244.84,0.019,240.19,0,61.83,0.2574
57597,2024-11-30,NL-Amsterdam,T0117,81120,Compressor Repair/Replace,373.76,122.58,14.68,511.02,580.33,0.061,544.93,0,33.91,0.0622
57598,2024-10-14,EU-EMEA-Remote,T0261,83020,Thermostat Replace,64.0,70.19,16.24,150.43,161.72,0.217,126.63,1,-23.8,-0.1879
57599,2024-09-08,EU-EMEA-Remote,T0001,82010,Evaporator Coil Replace,226.01,67.8,31.22,325.03,421.36,0.126,368.27,0,43.24,0.1174
57600,2024-09-21,NL-Amsterdam,T0234,82010,Evaporator Coil Replace,433.75,82.03,21.12,536.9,636.26,0.118,561.18,1,24.28,0.0433
57601,2024-09-27,NL-Amsterdam,T0480,81120,Compressor Repair/Replace,382.76,62.86,39.05,484.67,658.95,0.173,544.95,1,60.28,0.1106
57602,2024-07-06,EU-EMEA-Remote,T0273,81433,Drier Replace,188.12,39.9,21.68,249.7,288.12,0.015,283.8,0,34.1,0.1202
57603,2024-08-01,NL-Amsterdam,T0389,82010,Evaporator Coil Replace,40.25,48.7,17.39,106.34,136.74,0.128,119.24,0,12.9,0.1082
57604,2024-10-09,DE-Berlin,T0364,84015,Leak Diagnosis & Seal,39.65,105.22,29.42,174.29,211.67,0.222,164.68,1,-9.61,-0.0584
57605,2024-07-29,NL-Amsterdam,T0034,82010,Evaporator Coil Replace,695.3,75.46,8.64,779.4,965.9,0.2,772.72,0,-6.68,-0.0086
57606,2024-12-30,DE-Berlin,T0214,83020,Thermostat Replace,90.65,150.46,23.51,264.62,340.2,0.125,297.68,0,33.06,0.1111
57607,2024-03-16,DE-Berlin,T0232,81433,Drier Replace,789.18,81.88,12.3,883.36,1063.25,0.043,1017.53,0,134.17,0.1319
57608,2024-05-27,DE-Hamburg,T0137,81433,Drier Replace,217.66,103.89,5.0,326.55,421.14,0.023,411.45,0,84.9,0.2063
57609,2024-11-16,NL-Amsterdam,T0062,81120,Compressor Repair/Replace,1032.09,98.3,21.06,1151.45,1455.63,0.205,1157.23,0,5.78,0.005
57610,2024-07-31,NL-Amsterdam,T0156,84015,Leak Diagnosis & Seal,210.91,56.98,28.68,296.57,367.11,0.175,302.87,0,6.3,0.0208
57611,2024-04-18,EU-EMEA-Remote,T0017,83020,Thermostat Replace,81.92,54.3,23.71,159.93,182.73,0.027,177.8,0,17.87,0.1005
57612,2024-05-08,AT-Vienna,T0086,81120,Compressor Repair/Replace,484.96,28.41,22.75,536.12,604.09,0.092,548.51,0,12.39,0.0226
57613,2024-01-10,DE-Berlin,T0078,85005,Refrigerant Charge,308.05,90.96,5.0,404.01,487.89,0.025,475.69,0,71.68,0.1507
57614,2024-02-16,DE-Berlin,T0027,81120,Compressor Repair/Replace,264.72,107.48,20.76,392.96,445.07,0.213,350.27,0,-42.69,-0.1219
57615,2024-11-10,NL-Amsterdam,T0212,85005,Refrigerant Charge,221.2,39.48,20.84,281.52,347.21,0.02,340.27,0,58.75,0.1727
57616,2024-04-05,EU-EMEA-Remote,T0489,81433,Drier Replace,38.51,67.32,26.97,132.8,152.5,0.19,123.52,0,-9.28,-0.0751
57617,2024-04-12,DE-Hamburg,T0229,81120,Compressor Repair/Replace,145.29,65.33,13.53,224.15,276.9,0.079,255.02,1,30.87,0.121
57618,2024-12-07,AT-Vienna,T0190,84015,Leak Diagnosis & Seal,328.92,90.92,28.64,448.48,601.84,0.103,539.85,1,91.37,0.1693
57619,2024-05-25,DE-Berlin,T0339,83020,Thermostat Replace,91.15,74.8,17.92,183.87,232.08,0.184,189.38,1,5.51,0.0291
57620,2024-01-27,DE-Munich,T0269,84015,Leak Diagnosis & Seal,298.48,121.04,19.61,439.13,492.81,0.071,457.82,0,18.69,0.0408
57621,2024-08-07,AT-Vienna,T0437,84015,Leak Diagnosis & Seal,332.75,66.96,26.22,425.93,533.84,0.261,394.51,1,-31.42,-0.0796
57622,2024-01-18,AT-Vienna,T0333,82010,Evaporator Coil Replace,562.52,56.44,12.48,631.44,744.5,0.139,641.01,1,9.57,0.0149
57623,2024-06-15,AT-Vienna,T0196,83020,Thermostat Replace,228.37,64.8,28.59,321.76,381.45,0.092,346.36,1,24.6,0.071
57624,2024-03-22,AT-Vienna,T0421,82010,Evaporator Coil Replace,696.35,84.52,11.16,792.03,942.01,0.089,858.17,0,66.14,0.0771
57625,2024-03-12,AT-Vienna,T0140,82010,Evaporator Coil Replace,142.79,78.98,27.24,249.01,303.69,0.149,258.44,0,9.43,0.0365
57626,2024-11-05,EU-EMEA-Remote,T0481,81120,Compressor Repair/Replace,268.84,67.24,20.12,356.2,425.9,0.086,389.27,0,33.07,0.085
57627,2024-09-10,AT-Vienna,T0082,83020,Thermostat Replace,104.95,110.08,20.77,235.8,283.59,0.078,261.47,0,25.67,0.0982
57628,2024-06-10,AT-Vienna,T0174,81433,Drier Replace,174.41,61.87,5.0,241.28,314.36,0.023,307.13,0,65.85,0.2144
57629,2024-11-22,DE-Munich,T0031,83020,Thermostat Replace,98.06,69.26,17.27,184.59,230.85,0.11,205.46,0,20.87,0.1016
57630,2024-02-07,DE-Hamburg,T0445,82010,Evaporator Coil Replace,366.16,62.02,20.32,448.5,553.52,0.067,516.43,1,67.93,0.1315
57631,2024-07-19,DE-Hamburg,T0187,81433,Drier Replace,110.08,55.13,34.39,199.6,262.77,0.051,249.37,0,49.77,0.1996
57632,2024-07-18,DE-Berlin,T0084,81433,Drier Replace,327.5,95.76,21.71,444.97,532.22,0.132,461.97,0,17.0,0.0368
57633,2024-09-11,DE-Berlin,T0093,85005,Refrigerant Charge,194.32,58.49,16.78,269.59,318.92,0.069,296.91,0,27.32,0.092
57634,2024-06-27,EU-EMEA-Remote,T0004,85005,Refrigerant Charge,84.9,59.41,28.67,172.98,218.77,0.074,202.58,0,29.6,0.1461
57635,2024-02-04,AT-Vienna,T0107,84015,Leak Diagnosis & Seal,247.67,129.43,17.96,395.06,523.3,0.159,440.1,0,45.04,0.1023
57636,2024-03-22,DE-Hamburg,T0455,85005,Refrigerant Charge,450.72,105.0,30.26,585.98,567.14,0.13,493.41,0,-92.57,-0.1876
57637,2024-08-07,DE-Berlin,T0433,82010,Evaporator Coil Replace,150.1,118.81,24.09,293.0,369.6,0.082,339.29,0,46.29,0.1364
57638,2024-06-06,DE-Hamburg,T0485,84015,Leak Diagnosis & Seal,119.68,97.52,14.8,232.0,274.11,0.071,254.65,1,22.65,0.0889
57639,2024-01-04,DE-Hamburg,T0300,84015,Leak Diagnosis & Seal,450.37,61.43,29.5,541.3,705.15,0.076,651.56,0,110.26,0.1692
57640,2024-06-15,DE-Hamburg,T0326,84015,Leak Diagnosis & Seal,666.06,113.28,26.81,806.15,924.95,0.061,868.53,0,62.38,0.0718
57641,2024-07-22,DE-Berlin,T0354,84015,Leak Diagnosis & Seal,307.3,100.3,29.17,436.77,504.81,0.067,470.99,1,34.22,0.0727
57642,2024-07-12,AT-Vienna,T0149,85005,Refrigerant Charge,151.33,72.84,20.54,244.71,345.01,0.08,317.41,0,72.7,0.229
57643,2024-08-22,DE-Berlin,T0473,81433,Drier Replace,62.99,68.49,26.81,158.29,191.54,0.073,177.56,0,19.27,0.1085
57644,2024-07-24,NL-Amsterdam,T0450,84015,Leak Diagnosis & Seal,170.38,89.02,37.36,296.76,354.39,0.059,333.48,0,36.72,0.1101
57645,2024-05-29,DE-Hamburg,T0444,81120,Compressor Repair/Replace,204.12,88.42,23.37,315.91,359.13,0.256,267.19,1,-48.72,-0.1823
57646,2024-06-07,AT-Vienna,T0288,83020,Thermostat Replace,85.86,41.58,18.81,146.25,158.1,0.111,140.55,1,-5.7,-0.0406
57647,2024-10-05,DE-Hamburg,T0068,84015,Leak Diagnosis & Seal,132.06,118.44,34.35,284.85,368.58,0.105,329.88,0,45.03,0.1365
57648,2024-10-30,NL-Amsterdam,T0054,85005,Refrigerant Charge,46.14,76.24,27.34,149.72,176.17,0.161,147.81,0,-1.91,-0.0129
57649,2024-06-14,DE-Hamburg,T0490,83020,Thermostat Replace,195.35,89.14,18.4,302.89,388.94,0.114,344.6,0,41.71,0.121
57650,2024-11-06,DE-Munich,T0003,84015,Leak Diagnosis & Seal,321.07,142.19,35.88,499.14,632.63,0.058,595.94,0,96.8,0.1624
57651,2024-03-08,DE-Berlin,T0237,82010,Evaporator Coil Replace,119.0,64.87,12.37,196.24,240.07,0.016,236.23,0,39.99,0.1693
57652,2024-03-28,AT-Vienna,T0300,84015,Leak Diagnosis & Seal,250.09,116.98,26.23,393.3,410.82,0.132,356.59,0,-36.71,-0.1029
57653,2024-08-04,EU-EMEA-Remote,T0116,84015,Leak Diagnosis & Seal,190.1,61.82,31.17,283.09,351.87,0.059,331.11,0,48.02,0.145
57654,2024-01-01,DE-Hamburg,T0297,81433,Drier Replace,539.41,92.99,30.57,662.97,884.39,0.096,799.49,0,136.52,0.1708
57655,2024-05-14,AT-Vienna,T0114,82010,Evaporator Coil Replace,842.45,81.96,14.8,939.21,1195.89,0.131,1039.23,0,100.02,0.0962
57656,2024-07-03,NL-Amsterdam,T0271,84015,Leak Diagnosis & Seal,716.32,106.14,12.08,834.54,1047.52,0.074,970.0,0,135.46,0.1396
57657,2024-12-16,DE-Hamburg,T0117,84015,Leak Diagnosis & Seal,168.35,117.83,23.84,310.02,407.25,0.152,345.35,0,35.33,0.1023
57658,2024-05-19,DE-Munich,T0353,81120,Compressor Repair/Replace,55.71,61.96,27.64,145.31,164.83,0.183,134.67,1,-10.64,-0.079
57659,2024-04-15,DE-Munich,T0043,84015,Leak Diagnosis & Seal,92.44,113.07,13.38,218.89,271.64,0.113,240.94,1,22.05,0.0915
57660,2024-05-12,AT-Vienna,T0135,82010,Evaporator Coil Replace,256.34,114.88,24.41,395.63,476.97,0.103,427.84,0,32.21,0.0753
57661,2024-04-17,EU-EMEA-Remote,T0388,85005,Refrigerant Charge,117.32,77.0,10.34,204.66,265.55,0.091,241.38,0,36.72,0.1521
57662,2024-06-26,DE-Berlin,T0097,81433,Drier Replace,545.24,76.63,30.49,652.36,744.43,0.11,662.54,1,10.18,0.0154
57663,2024-10-24,DE-Berlin,T0144,81120,Compressor Repair/Replace,543.64,70.16,17.43,631.23,803.24,0.06,755.05,1,123.82,0.164
57664,2024-12-23,DE-Berlin,T0447,85005,Refrigerant Charge,187.52,68.98,20.69,277.19,377.7,0.02,370.15,0,92.96,0.2511
57665,2024-12-24,DE-Munich,T0315,83020,Thermostat Replace,283.63,50.3,28.91,362.84,444.34,0.148,378.58,0,15.74,0.0416
57666,2024-05-25,EU-EMEA-Remote,T0301,83020,Thermostat Replace,180.79,96.7,28.17,305.66,346.9,0.145,296.6,1,-9.06,-0.0305
57667,2024-03-14,EU-EMEA-Remote,T0263,85005,Refrigerant Charge,243.39,26.59,25.79,295.77,350.88,0.116,310.18,0,14.41,0.0465
57668,2024-04-17,DE-Munich,T0345,85005,Refrigerant Charge,110.94,51.59,30.24,192.77,224.36,0.119,197.66,1,4.89,0.0247
